http://paolopareti.uk/data/ent/11/0 http://vocab.inf.ed.ac.uk/procont#?url=http://www.wikihow.com/make-a-shadow-abstract-painting&t=1396516946088&n=280288 1.2
http://paolopareti.uk/data/ent/17/0 http://vocab.inf.ed.ac.uk/procont#?url=http://www.wikihow.com/beat-candy-crush-level-23&t=1396623090650&n=5189146 1.5
http://paolopareti.uk/data/ent/60 http://vocab.inf.ed.ac.uk/procont#?url=http://www.wikihow.com/make-your-bedroom-feel-cozy&t=1396562093005&n=2527197 1.9
http://paolopareti.uk/data/ent/60 http://vocab.inf.ed.ac.uk/procont#?url=http://www.wikihow.com/decorate-your-bedroom-wall-with-3d-stickers&t=1396585402041&n=3485999 1.9
http://paolopareti.uk/data/ent/12/0 http://vocab.inf.ed.ac.uk/procont#?url=http://www.wikihow.com/hang-a-painting&t=1396562218089&n=2534874 0.9
http://paolopareti.uk/data/ent/11/0 http://vocab.inf.ed.ac.uk/procont#?url=http://www.wikihow.com/preserve-expensive-oil-paintings&t=1396556683941&n=2245321 1.1
http://paolopareti.uk/data/ent/2/1 http://vocab.inf.ed.ac.uk/procont#?url=http://www.wikihow.com/give-your-home-the-makeover-it-deserves&t=1396638719354&n=5672958 1.2
http://paolopareti.uk/data/ent/11/1 http://vocab.inf.ed.ac.uk/procont#?url=http://www.wikihow.com/use-accent-lighting-in-a-stairwell&t=1396592277248&n=3824832 1.1
http://paolopareti.uk/data/ent/33/1 http://vocab.inf.ed.ac.uk/procont#?url=http://www.wikihow.com/tile-around-outlets&t=1396626422173&n=5320464 1.3
http://paolopareti.uk/data/ent/11/2 http://vocab.inf.ed.ac.uk/procont#?url=http://www.wikihow.com/have-the-best-camping-tent&t=1400543680283&n=139594 2.0
http://paolopareti.uk/data/ent/35 http://vocab.inf.ed.ac.uk/procont#?url=http://www.wikihow.com/improve-energy-efficiency-in-a-restaurant&t=1396537054010&n=1273241 2.4
http://paolopareti.uk/data/ent/60 http://vocab.inf.ed.ac.uk/procont#?url=http://www.wikihow.com/remodel-your-bedroom&t=1396781861222&n=7487730 1.0
http://paolopareti.uk/data/ent/12/0 http://vocab.inf.ed.ac.uk/procont#?url=http://www.wikihow.com/preserve-expensive-oil-paintings&t=1396556683941&n=2245321 1.1
http://paolopareti.uk/data/ent/60 http://vocab.inf.ed.ac.uk/procont#?url=http://www.wikihow.com/make-your-bedroom-look-girly&t=1396592220474&n=3822620 1.9
http://paolopareti.uk/data/ent/60 http://vocab.inf.ed.ac.uk/procont#?url=http://www.wikihow.com/decorate-your-home-on-a-budget&t=1396562148240&n=2530494 0.9
http://paolopareti.uk/data/ent/61 http://vocab.inf.ed.ac.uk/procont#?url=http://www.wikihow.com/find-free-things-to-do-on-weekends-(for-a-family)&t=1396535455882&n=1197392 1.3
http://paolopareti.uk/data/ent/34 http://vocab.inf.ed.ac.uk/procont#?url=http://www.wikihow.com/uninstall-a-ceiling-fan&t=1396626127846&n=5304492 1.8
http://paolopareti.uk/data/ent/61 http://vocab.inf.ed.ac.uk/procont#?url=http://www.wikihow.com/brighten-up-your-living-room&t=1396515098582&n=178251 2.1
http://paolopareti.uk/data/ent/35 http://vocab.inf.ed.ac.uk/procont#?url=http://www.wikihow.com/create-glow-in-the-dark-jell%e2%80%90o&t=1396584755656&n=3454263 2.4
http://paolopareti.uk/data/ent/61 http://vocab.inf.ed.ac.uk/procont#?url=http://www.wikihow.com/have-a-pink-themed-house&t=1396704207230&n=6907052 2.1
http://paolopareti.uk/data/ent/41 http://vocab.inf.ed.ac.uk/procont#?url=http://www.wikihow.com/make-a-paper-folding-machine&t=1396609566421&n=4686952 1.4
http://paolopareti.uk/data/ent/11/2 http://vocab.inf.ed.ac.uk/procont#?url=http://www.wikihow.com/make-your-locker-look-fun-and-flirty&t=1396712429928&n=7021969 1.2
http://paolopareti.uk/data/ent/35 http://vocab.inf.ed.ac.uk/procont#?url=http://www.wikihow.com/take-action-to-reduce-acid-rain&t=1396590713207&n=3731190 1.5
http://paolopareti.uk/data/ent/11/0 http://vocab.inf.ed.ac.uk/procont#?url=http://www.wikihow.com/decorate-living-room-walls&t=1400499276713&n=43837 1.9
http://paolopareti.uk/data/ent/35 http://vocab.inf.ed.ac.uk/procont#?url=http://www.wikihow.com/get-moisture-out-of-a-headlight&t=1396606762687&n=4579222 2.6
http://paolopareti.uk/data/ent/16 http://vocab.inf.ed.ac.uk/procont#?url=http://www.wikihow.com/fix-a-radiator&t=1396562787282&n=2572442 2.1
http://paolopareti.uk/data/ent/11/1 http://vocab.inf.ed.ac.uk/procont#?url=http://www.wikihow.com/arrange-pictures&t=1396560985391&n=2466776 1.0
http://paolopareti.uk/data/ent/35 http://vocab.inf.ed.ac.uk/procont#?url=http://www.wikihow.com/bust-a-slump-in-real-estate&t=1396543854087&n=1556287 1.5
